Grape Category,Image File Name,Type of File,Resolution,Bit Depth,Camera Maker,Camera Model,DPI,Max Aperture,ISO Speed,Light Source,Flash Mode,Date Created
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST2_4354_brightness_contrast_iter5.jpg,JPG,1458x1458,24,Xiaomi,2312DRAABI,72,f/0.0,85,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST4_4370_rotate_iter2.jpg,JPG,1616x1616,24,Xiaomi,2312DRAABI,72,f/0.0,85,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST3_4585_brightness_contrast_iter2.jpg,JPG,1535x1535,24,Xiaomi,2312DRAABI,72,f/0.0,84,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST4_4370_horizontal_flip_iter2.jpg,JPG,1616x1616,24,Xiaomi,2312DRAABI,72,f/0.0,85,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST2_4354_rgb_shift_iter5.jpg,JPG,1458x1458,24,Xiaomi,2312DRAABI,72,f/0.0,85,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST3_4585_gamma_iter2.jpg,JPG,1535x1535,24,Xiaomi,2312DRAABI,72,f/0.0,85,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST5_3960_rgb_shift_iter1.jpg,JPG,1458x1458,24,Xiaomi,2312DRAABI,72,f/0.0,85,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST3_4585_rgb_shift_iter2.jpg,JPG,1535x1535,24,Xiaomi,2312DRAABI,72,f/0.0,89,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST5_3960_horizontal_flip_iter2.jpg,JPG,1458x1458,24,Xiaomi,2312DRAABI,72,f/0.0,85,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST4_4370_brightness_contrast_iter2.jpg,JPG,1616x1616,24,Xiaomi,2312DRAABI,72,f/0.0,89,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST4_4370_gamma_iter2.jpg,JPG,1616x1616,24,Xiaomi,2312DRAABI,72,f/0.0,89,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST3_4585_horizontal_flip_iter3.jpg,JPG,1535x1535,24,Xiaomi,2312DRAABI,72,f/0.0,86,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST3_4585_rotate_iter3.jpg,JPG,1535x1535,24,Xiaomi,2312DRAABI,72,f/0.0,94,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST5_3960_rotate_iter2.jpg,JPG,1458x1458,24,Xiaomi,2312DRAABI,72,f/0.0,86,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST5_3960_brightness_contrast_iter2.jpg,JPG,1458x1458,24,Xiaomi,2312DRAABI,72,f/0.0,150,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST5_3960_gamma_iter2.jpg,JPG,1458x1458,24,Xiaomi,2312DRAABI,72,f/0.0,86,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST4_4370_rgb_shift_iter2.jpg,JPG,1616x1616,24,Xiaomi,2312DRAABI,72,f/0.0,150,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST3_4585_brightness_contrast_iter3.jpg,JPG,1535x1535,24,Xiaomi,2312DRAABI,72,f/0.0,86,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST4_4370_horizontal_flip_iter3.jpg,JPG,1616x1616,24,Xiaomi,2312DRAABI,72,f/0.0,150,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST4_4370_rotate_iter3.jpg,JPG,1616x1616,24,Xiaomi,2312DRAABI,72,f/0.0,79,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST3_4585_gamma_iter3.jpg,JPG,1535x1535,24,Xiaomi,2312DRAABI,72,f/0.0,79,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST5_3960_horizontal_flip_iter3.jpg,JPG,1458x1458,24,Xiaomi,2312DRAABI,72,f/0.0,79,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST5_3960_rotate_iter3.jpg,JPG,1458x1458,24,Xiaomi,2312DRAABI,72,f/0.0,150,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST3_4585_rgb_shift_iter3.jpg,JPG,1535x1535,24,Xiaomi,2312DRAABI,72,f/0.0,79,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST5_3960_rgb_shift_iter2.jpg,JPG,1458x1458,24,Xiaomi,2312DRAABI,72,f/0.0,79,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST4_4370_brightness_contrast_iter3.jpg,JPG,1616x1616,24,Xiaomi,2312DRAABI,72,f/0.0,79,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST3_4585_rotate_iter4.jpg,JPG,1535x1535,24,Xiaomi,2312DRAABI,72,f/0.0,88,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST3_4585_horizontal_flip_iter4.jpg,JPG,1535x1535,24,Xiaomi,2312DRAABI,72,f/0.0,85,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST4_4370_rgb_shift_iter3.jpg,JPG,1616x1616,24,Xiaomi,2312DRAABI,72,f/0.0,87,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST4_4370_gamma_iter3.jpg,JPG,1616x1616,24,Xiaomi,2312DRAABI,72,f/0.0,88,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST5_3960_brightness_contrast_iter3.jpg,JPG,1458x1458,24,Xiaomi,2312DRAABI,72,f/0.0,79,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST3_4585_brightness_contrast_iter4.jpg,JPG,1535x1535,24,Xiaomi,2312DRAABI,72,f/0.0,81,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST4_4370_horizontal_flip_iter4.jpg,JPG,1616x1616,24,Xiaomi,2312DRAABI,72,f/0.0,81,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST4_4370_rotate_iter4.jpg,JPG,1616x1616,24,Xiaomi,2312DRAABI,72,f/0.0,96,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST6_4163_rotate_iter1.jpg,JPG,1535x1535,24,Xiaomi,2312DRAABI,72,f/0.0,81,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST5_3960_rgb_shift_iter3.jpg,JPG,1458x1458,24,Xiaomi,2312DRAABI,72,f/0.0,132,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST6_4163_horizontal_flip_iter1.jpg,JPG,1535x1535,24,Xiaomi,2312DRAABI,72,f/0.0,116,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST3_4585_gamma_iter4.jpg,JPG,1535x1535,24,Xiaomi,2312DRAABI,72,f/0.0,116,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST5_3960_gamma_iter3.jpg,JPG,1458x1458,24,Xiaomi,2312DRAABI,72,f/0.0,116,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST6_4163_brightness_contrast_iter1.jpg,JPG,1535x1535,24,Xiaomi,2312DRAABI,72,f/0.0,81,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST4_4370_brightness_contrast_iter4.jpg,JPG,1616x1616,24,Xiaomi,2312DRAABI,72,f/0.0,116,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST3_4585_rgb_shift_iter4.jpg,JPG,1535x1535,24,Xiaomi,2312DRAABI,72,f/0.0,116,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST5_3960_horizontal_flip_iter4.jpg,JPG,1458x1458,24,Xiaomi,2312DRAABI,72,f/0.0,116,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST5_3960_rotate_iter4.jpg,JPG,1458x1458,24,Xiaomi,2312DRAABI,72,f/0.0,116,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST4_4370_gamma_iter4.jpg,JPG,1616x1616,24,Xiaomi,2312DRAABI,72,f/0.0,116,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST6_4163_gamma_iter1.jpg,JPG,1535x1535,24,Xiaomi,2312DRAABI,72,f/0.0,116,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST3_4585_horizontal_flip_iter5.jpg,JPG,1535x1535,24,Xiaomi,2312DRAABI,72,f/0.0,116,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST3_4585_rotate_iter5.jpg,JPG,1535x1535,24,Xiaomi,2312DRAABI,72,f/0.0,116,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST3_4585_brightness_contrast_iter5.jpg,JPG,1535x1535,24,Xiaomi,2312DRAABI,72,f/0.0,89,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST5_3960_brightness_contrast_iter4.jpg,JPG,1458x1458,24,Xiaomi,2312DRAABI,72,f/0.0,116,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST4_4370_rgb_shift_iter4.jpg,JPG,1616x1616,24,Xiaomi,2312DRAABI,72,f/0.0,116,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST5_3960_gamma_iter4.jpg,JPG,1458x1458,24,Xiaomi,2312DRAABI,72,f/0.0,143,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST6_4163_rgb_shift_iter1.jpg,JPG,1535x1535,24,Xiaomi,2312DRAABI,72,f/0.0,85,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST3_4585_gamma_iter5.jpg,JPG,1535x1535,24,Xiaomi,2312DRAABI,72,f/0.0,81,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST5_3960_rgb_shift_iter4.jpg,JPG,1458x1458,24,Xiaomi,2312DRAABI,72,f/0.0,81,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST6_4163_rotate_iter2.jpg,JPG,1535x1535,24,Xiaomi,2312DRAABI,72,f/0.0,85,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST6_4163_horizontal_flip_iter2.jpg,JPG,1535x1535,24,Xiaomi,2312DRAABI,72,f/0.0,50,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST3_4585_rgb_shift_iter5.jpg,JPG,1535x1535,24,Xiaomi,2312DRAABI,72,f/0.0,50,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST4_4370_rotate_iter5.jpg,JPG,1616x1616,24,Xiaomi,2312DRAABI,72,f/0.0,50,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST5_3960_horizontal_flip_iter5.jpg,JPG,1458x1458,24,Xiaomi,2312DRAABI,72,f/0.0,50,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST4_4370_horizontal_flip_iter5.jpg,JPG,1616x1616,24,Xiaomi,2312DRAABI,72,f/0.0,50,Daylight,16,29-05-2025 10:03
Black Round Rotten,black_round_rotten_IMG_20250418_154113_TIMEBURST5_3960_rotate_iter5.jpg,JPG,1458x1458,24,Xiaomi,2312DRAABI,72,f/0.0,50,Daylight,16,29-05-2025 10:03
