Grape Category,Image File Name,Type of File,Resolution,Bit Depth,Camera Maker,Camera Model,DPI,Max Aperture,ISO Speed,Light Source,Flash Mode,Date Created
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST2_3420_rotate_iter1.jpg,JPG,1378x1378,24,Xiaomi,2312DRAABI,72,f/0.0,54,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115739_TIMEBURST19_3322_rotate_iter2.jpg,JPG,1122x1122,24,Xiaomi,2312DRAABI,72,f/0.0,53,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115739_TIMEBURST19_3322_brightness_contrast_iter2.jpg,JPG,1122x1122,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115739_TIMEBURST19_3322_gamma_iter2.jpg,JPG,1122x1122,24,Xiaomi,2312DRAABI,72,f/0.0,53,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST1_3953_brightness_contrast_iter2.jpg,JPG,1066x1066,24,Xiaomi,2312DRAABI,72,f/0.0,52,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST2_3420_brightness_contrast_iter1.jpg,JPG,1378x1378,24,Xiaomi,2312DRAABI,72,f/0.0,50,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115739_TIMEBURST19_3322_rgb_shift_iter2.jpg,JPG,1122x1122,24,Xiaomi,2312DRAABI,72,f/0.0,52,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST1_3953_gamma_iter2.jpg,JPG,1066x1066,24,Xiaomi,2312DRAABI,72,f/0.0,52,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST2_3420_horizontal_flip_iter1.jpg,JPG,1378x1378,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST3_3905_rotate_iter1.jpg,JPG,1377x1377,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST2_3420_gamma_iter1.jpg,JPG,1378x1378,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST1_3953_rgb_shift_iter2.jpg,JPG,1066x1066,24,Xiaomi,2312DRAABI,72,f/0.0,53,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115739_TIMEBURST19_3322_rotate_iter3.jpg,JPG,1122x1122,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST1_3953_horizontal_flip_iter3.jpg,JPG,1066x1066,24,Xiaomi,2312DRAABI,72,f/0.0,50,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST3_3905_brightness_contrast_iter1.jpg,JPG,1377x1377,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115739_TIMEBURST19_3322_brightness_contrast_iter3.jpg,JPG,1122x1122,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115739_TIMEBURST19_3322_horizontal_flip_iter3.jpg,JPG,1122x1122,24,Xiaomi,2312DRAABI,72,f/0.0,52,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST1_3953_rotate_iter3.jpg,JPG,1066x1066,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST2_3420_rgb_shift_iter1.jpg,JPG,1378x1378,24,Xiaomi,2312DRAABI,72,f/0.0,52,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST3_3905_horizontal_flip_iter1.jpg,JPG,1377x1377,24,Xiaomi,2312DRAABI,72,f/0.0,50,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115739_TIMEBURST19_3322_gamma_iter3.jpg,JPG,1122x1122,24,Xiaomi,2312DRAABI,72,f/0.0,53,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST1_3953_brightness_contrast_iter3.jpg,JPG,1066x1066,24,Xiaomi,2312DRAABI,72,f/0.0,52,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST3_3905_gamma_iter1.jpg,JPG,1377x1377,24,Xiaomi,2312DRAABI,72,f/0.0,52,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST2_3420_rotate_iter2.jpg,JPG,1378x1378,24,Xiaomi,2312DRAABI,72,f/0.0,54,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST1_3953_gamma_iter3.jpg,JPG,1066x1066,24,Xiaomi,2312DRAABI,72,f/0.0,50,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115739_TIMEBURST19_3322_rgb_shift_iter3.jpg,JPG,1122x1122,24,Xiaomi,2312DRAABI,72,f/0.0,54,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST1_3953_rgb_shift_iter3.jpg,JPG,1066x1066,24,Xiaomi,2312DRAABI,72,f/0.0,54,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115739_TIMEBURST19_3322_rotate_iter4.jpg,JPG,1122x1122,24,Xiaomi,2312DRAABI,72,f/0.0,54,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115739_TIMEBURST19_3322_horizontal_flip_iter4.jpg,JPG,1122x1122,24,Xiaomi,2312DRAABI,72,f/0.0,52,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST2_3420_horizontal_flip_iter2.jpg,JPG,1378x1378,24,Xiaomi,2312DRAABI,72,f/0.0,53,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115739_TIMEBURST19_3322_brightness_contrast_iter4.jpg,JPG,1122x1122,24,Xiaomi,2312DRAABI,72,f/0.0,53,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST3_3905_rgb_shift_iter1.jpg,JPG,1377x1377,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST1_3953_horizontal_flip_iter4.jpg,JPG,1066x1066,24,Xiaomi,2312DRAABI,72,f/0.0,52,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST3_3905_rotate_iter2.jpg,JPG,1377x1377,24,Xiaomi,2312DRAABI,72,f/0.0,50,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST2_3420_brightness_contrast_iter2.jpg,JPG,1378x1378,24,Xiaomi,2312DRAABI,72,f/0.0,50,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST1_3953_rotate_iter4.jpg,JPG,1066x1066,24,Xiaomi,2312DRAABI,72,f/0.0,53,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST3_3905_brightness_contrast_iter2.jpg,JPG,1377x1377,24,Xiaomi,2312DRAABI,72,f/0.0,52,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST1_3953_brightness_contrast_iter4.jpg,JPG,1066x1066,24,Xiaomi,2312DRAABI,72,f/0.0,54,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115739_TIMEBURST19_3322_gamma_iter4.jpg,JPG,1122x1122,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST1_3953_gamma_iter4.jpg,JPG,1066x1066,24,Xiaomi,2312DRAABI,72,f/0.0,53,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST2_3420_gamma_iter2.jpg,JPG,1378x1378,24,Xiaomi,2312DRAABI,72,f/0.0,52,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115739_TIMEBURST19_3322_rgb_shift_iter4.jpg,JPG,1122x1122,24,Xiaomi,2312DRAABI,72,f/0.0,54,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST3_3905_horizontal_flip_iter2.jpg,JPG,1377x1377,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115739_TIMEBURST19_3322_rotate_iter5.jpg,JPG,1122x1122,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115739_TIMEBURST19_3322_horizontal_flip_iter5.jpg,JPG,1122x1122,24,Xiaomi,2312DRAABI,72,f/0.0,52,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115739_TIMEBURST19_3322_brightness_contrast_iter5.jpg,JPG,1122x1122,24,Xiaomi,2312DRAABI,72,f/0.0,52,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST1_3953_rgb_shift_iter4.jpg,JPG,1066x1066,24,Xiaomi,2312DRAABI,72,f/0.0,52,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST2_3420_rgb_shift_iter2.jpg,JPG,1378x1378,24,Xiaomi,2312DRAABI,72,f/0.0,52,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST1_3953_rotate_iter5.jpg,JPG,1066x1066,24,Xiaomi,2312DRAABI,72,f/0.0,50,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST2_3420_rotate_iter3.jpg,JPG,1378x1378,24,Xiaomi,2312DRAABI,72,f/0.0,52,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST3_3905_rgb_shift_iter2.jpg,JPG,1377x1377,24,Xiaomi,2312DRAABI,72,f/0.0,53,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST1_3953_horizontal_flip_iter5.jpg,JPG,1066x1066,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST2_3420_horizontal_flip_iter3.jpg,JPG,1378x1378,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115739_TIMEBURST19_3322_gamma_iter5.jpg,JPG,1122x1122,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST3_3905_gamma_iter2.jpg,JPG,1377x1377,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115739_TIMEBURST19_3322_rgb_shift_iter5.jpg,JPG,1122x1122,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST1_3953_brightness_contrast_iter5.jpg,JPG,1066x1066,24,Xiaomi,2312DRAABI,72,f/0.0,50,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST3_3905_rotate_iter3.jpg,JPG,1377x1377,24,Xiaomi,2312DRAABI,72,f/0.0,53,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST3_3905_horizontal_flip_iter3.jpg,JPG,1377x1377,24,Xiaomi,2312DRAABI,72,f/0.0,52,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST3_3905_brightness_contrast_iter3.jpg,JPG,1377x1377,24,Xiaomi,2312DRAABI,72,f/0.0,53,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST2_3420_brightness_contrast_iter3.jpg,JPG,1378x1378,24,Xiaomi,2312DRAABI,72,f/0.0,52,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST1_3953_rgb_shift_iter5.jpg,JPG,1066x1066,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST2_3420_gamma_iter3.jpg,JPG,1378x1378,24,Xiaomi,2312DRAABI,72,f/0.0,53,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST2_3420_rgb_shift_iter3.jpg,JPG,1378x1378,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST1_3953_gamma_iter5.jpg,JPG,1066x1066,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST3_3905_gamma_iter3.jpg,JPG,1377x1377,24,Xiaomi,2312DRAABI,72,f/0.0,52,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST2_3420_horizontal_flip_iter4.jpg,JPG,1378x1378,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST3_3905_rgb_shift_iter3.jpg,JPG,1377x1377,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST3_3905_horizontal_flip_iter4.jpg,JPG,1377x1377,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST3_3905_rotate_iter4.jpg,JPG,1377x1377,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST2_3420_brightness_contrast_iter4.jpg,JPG,1378x1378,24,Xiaomi,2312DRAABI,72,f/0.0,50,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST2_3420_rotate_iter4.jpg,JPG,1378x1378,24,Xiaomi,2312DRAABI,72,f/0.0,52,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST3_3905_brightness_contrast_iter4.jpg,JPG,1377x1377,24,Xiaomi,2312DRAABI,72,f/0.0,54,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST3_3905_gamma_iter4.jpg,JPG,1377x1377,24,Xiaomi,2312DRAABI,72,f/0.0,52,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST2_3420_rgb_shift_iter4.jpg,JPG,1378x1378,24,Xiaomi,2312DRAABI,72,f/0.0,52,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST3_3905_rotate_iter5.jpg,JPG,1377x1377,24,Xiaomi,2312DRAABI,72,f/0.0,52,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST3_3905_horizontal_flip_iter5.jpg,JPG,1377x1377,24,Xiaomi,2312DRAABI,72,f/0.0,50,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST2_3420_horizontal_flip_iter5.jpg,JPG,1378x1378,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST3_3905_rgb_shift_iter4.jpg,JPG,1377x1377,24,Xiaomi,2312DRAABI,72,f/0.0,53,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST3_3905_brightness_contrast_iter5.jpg,JPG,1377x1377,24,Xiaomi,2312DRAABI,72,f/0.0,53,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST2_3420_rotate_iter5.jpg,JPG,1378x1378,24,Xiaomi,2312DRAABI,72,f/0.0,52,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST3_3905_gamma_iter5.jpg,JPG,1377x1377,24,Xiaomi,2312DRAABI,72,f/0.0,52,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST2_3420_rgb_shift_iter5.jpg,JPG,1378x1378,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST2_3420_brightness_contrast_iter5.jpg,JPG,1378x1378,24,Xiaomi,2312DRAABI,72,f/0.0,54,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST2_3420_gamma_iter4.jpg,JPG,1378x1378,24,Xiaomi,2312DRAABI,72,f/0.0,53,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST4_3969_horizontal_flip_iter1.jpg,JPG,1505x1505,24,Xiaomi,2312DRAABI,72,f/0.0,50,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST3_3905_rgb_shift_iter5.jpg,JPG,1377x1377,24,Xiaomi,2312DRAABI,72,f/0.0,52,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST2_3420_gamma_iter5.jpg,JPG,1378x1378,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST4_3969_rgb_shift_iter1.jpg,JPG,1505x1505,24,Xiaomi,2312DRAABI,72,f/0.0,50,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST4_3969_gamma_iter1.jpg,JPG,1505x1505,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST4_3969_rotate_iter1.jpg,JPG,1505x1505,24,Xiaomi,2312DRAABI,72,f/0.0,53,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST4_3969_rotate_iter2.jpg,JPG,1505x1505,24,Xiaomi,2312DRAABI,72,f/0.0,53,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST5_3793_horizontal_flip_iter1.jpg,JPG,1315x1315,24,Xiaomi,2312DRAABI,72,f/0.0,53,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST4_3969_brightness_contrast_iter1.jpg,JPG,1505x1505,24,Xiaomi,2312DRAABI,72,f/0.0,53,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST5_3793_rotate_iter1.jpg,JPG,1315x1315,24,Xiaomi,2312DRAABI,72,f/0.0,53,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST4_3969_horizontal_flip_iter2.jpg,JPG,1505x1505,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST5_3793_brightness_contrast_iter1.jpg,JPG,1315x1315,24,Xiaomi,2312DRAABI,72,f/0.0,53,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST5_3793_gamma_iter1.jpg,JPG,1315x1315,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST4_3969_brightness_contrast_iter2.jpg,JPG,1505x1505,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST4_3969_gamma_iter2.jpg,JPG,1505x1505,24,Xiaomi,2312DRAABI,72,f/0.0,53,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST5_3793_rgb_shift_iter1.jpg,JPG,1315x1315,24,Xiaomi,2312DRAABI,72,f/0.0,52,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST5_3793_rotate_iter2.jpg,JPG,1315x1315,24,Xiaomi,2312DRAABI,72,f/0.0,53,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST4_3969_rgb_shift_iter2.jpg,JPG,1505x1505,24,Xiaomi,2312DRAABI,72,f/0.0,53,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST5_3793_horizontal_flip_iter2.jpg,JPG,1315x1315,24,Xiaomi,2312DRAABI,72,f/0.0,53,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST4_3969_rotate_iter3.jpg,JPG,1505x1505,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST5_3793_brightness_contrast_iter2.jpg,JPG,1315x1315,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST4_3969_horizontal_flip_iter3.jpg,JPG,1505x1505,24,Xiaomi,2312DRAABI,72,f/0.0,50,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST7_3865_rotate_iter1.jpg,JPG,1305x1305,24,Xiaomi,2312DRAABI,72,f/0.0,52,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST4_3969_brightness_contrast_iter3.jpg,JPG,1505x1505,24,Xiaomi,2312DRAABI,72,f/0.0,52,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST4_3969_gamma_iter3.jpg,JPG,1505x1505,24,Xiaomi,2312DRAABI,72,f/0.0,52,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST6_3692_horizontal_flip_iter1.jpg,JPG,1446x1446,24,Xiaomi,2312DRAABI,72,f/0.0,52,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST5_3793_gamma_iter2.jpg,JPG,1315x1315,24,Xiaomi,2312DRAABI,72,f/0.0,51,Daylight,16,29-05-2025 09:40
Black Round Fresh,black_round_fresh_IMG_20250412_115826_TIMEBURST5_3793_rgb_shift_iter2.jpg,JPG,1315x1315,24,Xiaomi,2312DRAABI,72,f/0.0,53,Daylight,16,29-05-2025 09:40
